# =========================================
# Summary of Simulation Results (Bicycle Trajectories)
# Generated on: 2025-08-31 16:14:04
# Step length: 0.1 seconds
# =========================================
#
# -----------------------------------------
# Units explanation:
# -----------------------------------------
# time_step: current simulation time step
# x_coord, y_coord: UTM coordinates in meters (EPSG:32632)
# speed: meters per second (m/s)
# angle: degrees (0-360, clockwise from north)
# acceleration: meters per second squared (m/s^2)
# lateral_speed: meters per  second (m/s)
# slope: road gradient in degrees
# distance: cumulative distance traveled in meters
# lane_position: ...
# is_detected: if bicycle is detected by any observer (0: no, 1: yes)
# detecting_observers: list of observer IDs that detected the bicycle
# in_test_area: if bicycle is in test area (0: no, 1: yes)
# next_tl_id: ID of the next traffic light on the route
# next_tl_distance: distance to the next traffic light in meters
# next_tl_state: current state of the relevant signal (r/y/g/G)
# next_tl_index: index of the relevant signal within the traffic light
# -----------------------------------------

time_step,vehicle_id,vehicle_type,x_coord,y_coord,speed,angle,acceleration,lateral_speed,slope,distance,route_id,lane_id,edge_id,lane_position,lane_index,is_detected,detecting_observers,in_test_area,next_tl_id,next_tl_distance,next_tl_state,next_tl_index
53,vehicle_1,DEFAULT_BIKETYPE,691064.202239628,5336028.361942401,4.979512489821086,21.353532898481802,0.8925798597279933,0.0,0.0,14.041070550609497,!vehicle_1!var#1,51476080#4_1,51476080#4,15.741070550609496,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,96.9489294493905,g,20
54,vehicle_1,DEFAULT_BIKETYPE,691064.3864521002,5336028.833121701,5.058583919672551,21.353532898481802,0.7907142985146542,0.0,0.0,14.546928942576752,!vehicle_1!var#1,51476080#4_1,51476080#4,16.24692894257675,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,96.44307105742325,g,20
55,vehicle_1,DEFAULT_BIKETYPE,691064.5749900198,5336029.315364646,5.1773632748343745,21.353532898485593,1.1877935516182347,0.0,0.0,15.064665270060189,!vehicle_1!var#1,51476080#4_1,51476080#4,16.76466527006019,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,95.9253347299398,g,20
56,vehicle_1,DEFAULT_BIKETYPE,691064.7675756597,5336029.807960863,5.288516075314279,21.353532898485593,1.1115280047990428,0.0,0.0,15.593516877591618,!vehicle_1!var#1,51476080#4_1,51476080#4,17.293516877591617,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,95.39648312240838,g,20
57,vehicle_1,DEFAULT_BIKETYPE,691064.9637724762,5336030.30979376,5.387681140211667,21.353532898481802,0.9916506489738808,0.0,0.0,16.132284991612785,!vehicle_1!var#1,51476080#4_1,51476080#4,17.832284991612784,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,94.85771500838722,g,20
58,vehicle_1,DEFAULT_BIKETYPE,691065.1638680106,5336030.821598813,5.494742246695119,21.353532898485593,1.0706110648345213,0.0,0.0,16.6817592162823,!vehicle_1!var#1,51476080#4_1,51476080#4,18.381759216282298,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,94.30824078371771,g,20
59,vehicle_1,DEFAULT_BIKETYPE,691065.3661753932,5336031.339061337,5.555480906955223,21.353532898481802,0.607386602601041,0.0,0.0,17.237307306977822,!vehicle_1!var#1,51476080#4_1,51476080#4,18.93730730697782,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,93.75269269302218,g,20
60,vehicle_1,DEFAULT_BIKETYPE,691065.5728986898,5336031.867272733,5.671658671168867,21.36065378066185,1.161777642136439,0.0,0.0,17.80447317409471,!vehicle_1!var#1,51476080#4_1,51476080#4,19.50447317409471,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,93.1855268259053,g,20
61,vehicle_1,DEFAULT_BIKETYPE,691065.7821874968,5336032.40196739,5.741375273858454,21.36880212202483,0.6971660268958679,0.0,0.0,18.378610701480554,!vehicle_1!var#1,51476080#4_1,51476080#4,20.078610701480553,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,92.61138929851944,g,20
62,vehicle_1,DEFAULT_BIKETYPE,691065.9951610395,5336032.946075878,5.84245784903064,21.376240604243787,1.0108257517218622,0.0,0.0,18.962856486383618,!vehicle_1!var#1,51476080#4_1,51476080#4,20.662856486383617,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,92.02714351361638,g,20
63,vehicle_1,DEFAULT_BIKETYPE,691066.2080299832,5336033.489917132,5.839588406229288,21.376240604243787,-0.02869442801351596,0.0,0.0,19.54681532700655,!vehicle_1!var#1,51476080#4_1,51476080#4,21.246815327006548,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,91.44318467299345,g,20
